Title,Price,Rating,Number of Reviews,Product URL,Image URL,Brand
Asus ASUS Vivobook Go 15 E1504FA-NJ005W - AMD Ryzen 5 7520U Processor 2.8GHz - 8GB - 512 SSD - 15.6 Inch - Windows 11,"EGP 19,599.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL33QT8JNAFAMZ-213561834&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/6883231/1.jpg?7599,Asus
DELL Inspiron 3520 Laptop Core I3 1215U 8GB RAM 512GB SSD Intel UHD Graphics 15.6 FHD DOS,"EGP 15,777.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=DE014CL27T217NAFAMZ-213526199&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/0453231/1.jpg?0863,DELL
"DELL Vostro 3520 Intel® Core™ i3-1215U , 8GB RAM , 512GB SSD , intel UHD , 15.6""FHD - Black","EGP 17,260.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=DE014CL2KJQGYNAFAMZ-203175368&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/4454421/1.jpg?6103,DELL
"Acer Aspire 3 A315-59-31LZ (12th Gen Intel® Core™ i3-1215U - Ram 8GB - 512GB SSD - Intel UHD Graphics - 15.6"" FHD Comfy View- DOS -Silver)","EGP 17,499.00",,5 out of 5(1),https://www.jumia.com.eg/customer/account/login/?tkWl=AC008CL1REBNRNAFAMZ-211153093&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/4841031/1.jpg?0805,Acer
"Lenovo IdeaPad 1 15IAU7 Laptop Intel® Core™ I3-1215U, 8GB Ram, 256GB SSD, Integrated Intel® UHD, 15.6"" HD, 82QD00HHED -","EGP 17,360.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL37OB2BNAFAMZ-214207761&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/2899231/1.jpg?0891,Lenovo
"Asus Vivobook Go 15 - 15"" FHD - AMD Ryzen 3 7320U Processor 2.4GHz - 4GB/256GB SSD - AMD Radeon Graphics - FreeDOS - Green Grey","EGP 11,149.00",,3 out of 5(2),https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL23VKL0NAFAMZ-198781335&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/4442121/1.jpg?0236,Asus
"HP Elite Book 845 G7, AMD Ryzen 5 Pro 4650U, 14"" Inch, 16GB Ram, 256GB SSD, AMD Radeon Vega 8 Graphics (2GB), Windows 11 - Silver + Bag","EGP 10,999.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL1W7NYLNAFAMZ-214763701&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/5715331/1.jpg?3627,HP
Lenovo Laptop N100  - 4G - 128Gb -Uhd - 11.5 Inch 2K -Abyss Blue 82Xk0032Ed,"EGP 21,130.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL2GV5FGNAFAMZ-182650085&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/2595801/1.jpg?5287,Lenovo
Asus ASUS Vivobook Go 15 E1504FA-NJ003W -  AMD Ryzen™ 3 7320U Processor 2.8GHz - 4GB - 256 SSD - 15.6 Inch - Windows 11,"EGP 14,299.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL2XSH6RNAFAMZ-213561833&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/6883231/1.jpg?7033,Asus
"Lenovo Laptop N4020 - 8G - 256Gb Ssd - Uhd-15.6"" Hd -Abyss Blue- 82V700Jwed-Ideapad 1","EGP 11,510.00",,3.5 out of 5(6),https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL28U0H8NAFAMZ-182651708&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/7695801/1.jpg?8106,Lenovo
Laptop Table With Mobile Holder And Cup Holder,EGP 309.00,,,https://www.jumia.com.eg/customer/account/login/?tkWl=GE810CL1T0NAFNAFAMZ-213420255&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/2052231/1.jpg?1434,Laptop
"HP FB1004NE Victus 15"" Gaming Laptop – AMD Ryzen 5, 16GB RAM, 512GB SSD, RTX 2050, FHD, Win 11 – Mica Silver","EGP 30,999.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL2CGF3FNAFAMZ-212002498&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/8538031/1.jpg?6611,HP
Lenovo IdeaPad Slim 3 15IRH8 ( Core I5-13420H-16G Ram DDR5-4800-512GB NVMe-Integrated Intel UHD Graphics-15.6 FHD- Arctic Grey )  Lenovo 15.6 Laptop Casual Toploader+ 2Yr Warranty,"EGP 24,900.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL318622NAFAMZ-202961521&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/4592421/1.jpg?1185,Lenovo
"Lenovo IdeaPad Slim 3 Laptop, AMD Ryzen™ 5 7520U, 16GB, 512GB SSD, AMD Radeon™ 610M, 15.6"" FHD, 82XQ00NWED - Arctic Grey","EGP 22,490.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL2C8ELVNAFAMZ-214204877&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4799231/1.jpg?0952,Lenovo
"HP Elite Book 845 G7, AMD Ryzen 5 Pro 4650U, 14"" Inch 16GB Ram, 256GB SSD, AMD Radeon Vega 8 Graphics (2GB), Windows 11 - Silver","EGP 11,025.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL2VXO99NAFAMZ-214763707&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/5715331/1.jpg?7838,HP
"Asus Vivobook Go 15 E1504FA-NJ001 AMD Ryzen™ 3 7320U , 4GBRAM , 256GB - AMD Radeon™ , 15.6'' FHD - Green Grey","EGP 11,510.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL3A8PJCNAFAMZ-201142689&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/6010321/1.jpg?9509,Asus
"Asus Vivobook Go 15 Laptop Intel® Celeron® N4500, 8GB Ram, 256GB SSD, Intel® HD, 15.6"" HD, Win11, E510KA-BR83W - Star Black","EGP 11,510.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL2MTHQRNAFAMZ-214202353&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/2599231/1.jpg?1005,Asus
Lenovo Laptop Lenovo IdeaPad D330-10IGM 2 In 1 Laptops,"EGP 9,999.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL1R1IEHNAFAMZ-212379374&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/8863131/1.jpg?0473,Lenovo
"HP FC0034NE 15"" Laptop – AMD Ryzen 7, 16GB RAM, 512GB SSD, FHD, Radeon Graphics, Win 11 – Silver","EGP 28,699.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL26I31NNAFAMZ-212002497&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/8538031/1.jpg?6604,HP
Asus Zenbook S 13 OLED UX5304VA-OLED517W - 13.3-inch Intel® Core™ i7-1355U 16GB 512GB-SSD Intel Iris Xᵉ - Basalt Grey,"EGP 49,900.00",,5 out of 5(1),https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL01JM5CNAFAMZ-75075591&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/594784/1.jpg?1676,Asus
MSI Laptop Thin 15 B13UCX Gaming Laptop Intel Core I5-13420H 8GB RAM 512GB SSD NVidia RTX 2050 4GB 15.6-inch FHD 144Hz FREE DOS Gray,"EGP 28,499.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=MS198CL375EW7NAFAMZ-213658894&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/4084231/1.jpg?7212,MSI
DELL Laptop Ryzen 5 3450U - 8G - 256Gb - 15.6 Inch Fhd Carbon Black-Vostro 3515,"EGP 19,770.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=DE014CL346TWGNAFAMZ-182730282&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/4356801/1.jpg?0607,DELL
Acer Aspire 3 A315-44P-R4GH Slim Laptop NX.KSJEM.004 CPU AMD Ryzen 7 5700U RAM 8 GB DDR4 HDD 512GB M.2 NVMe SSD VGA AMD Radeon Graphics 15.6 DOS Warranty 1 Year,"EGP 16,299.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AC008CL2J6FINNAFAMZ-211159990&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/1451031/1.jpg?0125,Acer
Lenovo NB-LENOVO SLIM 3 15IRU8-CI3 1315U-256GB SSD-8GB-INTEL-15.6FHD-DOS-GRAY-2Y,"EGP 17,449.00",,4 out of 5(1),https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL22YJS3NAFAMZ-213713212&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/9035231/1.jpg?2655,Lenovo
"HP FA1009NE Victus 15"" Laptop – Intel Core i5, 8GB RAM, 1TB SSD, RTX 3050, FHD 144Hz, Win 11 – Blue","EGP 50,699.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL1ULEY3NAFAMZ-212002495&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/8538031/1.jpg?6591,HP
"Lenovo IdeaPad 1 15ALC7, AMD Ryzen™ 7 5700U, 16GB Ram, 512GB SSD, Integrated AMD Radeon, 15.6"" FHD - Abyss Blue","EGP 24,480.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL216HWFNAFAMZ-211156938&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/9151031/1.jpg?7607,Lenovo
Asus Vivobook 15 - 15.6-inch FHD - Intel Core i5-1335U 1.3 GHz - 8GB 512GB SSD - Intel UHD Graphics - FreeDOS - Quiet Blue,"EGP 18,449.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL2FS8OKNAFAMZ-198781337&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/4442121/1.jpg?0310,Asus
"Asus Vivobook Go 15 OLED E1504FA-NJ005W( AMD Ryzen5-7520U-8GB LPDDR5-5200Mhz, 512GB M.2 NVMe-AMD Radeon Graphics-15.6-inch FHD 60Hz- Win 11-Cool Silver )","EGP 19,690.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL22S3P1NAFAMZ-190092247&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/6027411/1.jpg?0024,Asus
MSI Cyborg 15 A13VF Gaming & Content Creation Laptop - 15.6 Inch FHD 144Hz IPS - Intel Core I7-13620H - GeForce RTX 4060 8GB - 16GB DDR5 RAM - 512GB SSD - Blue Backlit Gaming Keyboard - Gaming Gear Bundle - 2-Yr Warranty - Translucent Black,"EGP 47,499.00",,5 out of 5(1),https://www.jumia.com.eg/customer/account/login/?tkWl=MS198CL3224UGNAFAMZ-204470476&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/8573521/1.jpg?3032,MSI
"Apple  MacBook Air 13 inch M1 chip with 8-core CPU and 8-core GPU, 8GB, 256GB SSD - grey","EGP 37,260.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AP848CL2YLV9VNAFAMZ-211813990&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/0596031/1.jpg?2142,Apple
Lenovo Laptop  N100 - 8G - 128Gb - Uhd-11.5 Inch 2K -Abyss Blue -82Xk0034Ed,"EGP 20,400.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL24GIRJNAFAMZ-188597907&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/4216311/1.jpg?1708,Lenovo
HP Victus 15-FA0033DX Gaming Laptop Intel Core i5-12450H 512GB SSD 8GB Ram Nvidia GeForce RTX 3050 4GB 15.6'' Inch FHD Win.11 - Performance blue,"EGP 30,777.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL1P0W40NAFAMZ-209713737&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/4981921/1.jpg?9585,HP
"Asus Laptop Asus Vivobook15-X1504ZA-NJ061 Intel Core I5-1235U, 8GB RAM, 512GB SSD, Intel UHD, 15.6 Inch FHD With 180 Degree Hinge, A/E KB, Silver","EGP 21,303.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL2QCA6FNAFAMZ-188410591&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/1754311/1.jpg?2342,Asus
"Lenovo Legion 5 Pro 16IRX9 Gaming Laptop with LA1 Ai Chip, Intel Core i7-14650HX, 16G RAM, 1TB NVMe SSD, GeForce RTX 4060 8GB, 16 Inch WQXGA IPS 500nits 100% DCI-P3 240Hz with G-Sync, DOS, Onyx Grey","EGP 73,999.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL1ZFQ7SNAFAMZ-204696898&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/9865521/1.jpg?4209,Lenovo
"HP 14-em0004ne Laptop, AMD Ryzen 3 7320U, AMD Radeon™ Graphics, 4GB Ram, 256GB SSD, 14"" HD, Win11 -","EGP 17,050.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL2OUASJNAFAMZ-212041023&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/6568031/1.jpg?8014,HP
MSI Thin B12UCX- CPU Alder Lake I5 12450H- RAM 8G DDR5 (3200MHz) - 512GB NVMe PCIe SSD- VGA RTX 2050 GDDR6 4GB- FHD 144Hz IPS -Blue Backlit  2 Yr - Cosmos Gray-( 9S7-16R831-2616 ),"EGP 26,999.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=MS198CL1Z9CZUNAFAMZ-208856725&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/6894821/1.jpg?8723,MSI
Asus ROG Strix G614JIR-N3009W Gaming Laptop 16-inch 165Hz Intel Ci9-14900HX 16GB RAM 1TB SSD RTX 4070 8GB Win11,"EGP 92,999.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL2Y1FHJNAFAMZ-213246167&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/1060231/1.jpg?6813,Asus
DELL Laptop Ryzen 7 3700U - 8G - 512G - Vostro 3515 - 15.6 Inch Fhd Black,"EGP 23,540.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=DE014CL2KET6ONAFAMZ-182727967&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/2156801/1.jpg?8453,DELL
"Lenovo LOQ 15IAX9E Gaming Laptop Intel® Core™ I5-12450HX, 16GB Ram, 512GB SSD, RTX 4050, 15.6"" FHD - Luna Grey","EGP 40,170.00",,1 out of 5(1),https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL2DM73VNAFAMZ-210946645&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/8030031/1.jpg?6563,Lenovo
"Lenovo Laptop Lenovo LOQ 15IAX9 Gaming - Intel Core-i5-12450HX-12Gen, 12 GB RAM , 512GB SSD ,Nvidia RTX 3050 6GB, 15.6 Inch FHD, Backlit A/E KB, Storm Grey ,Windows 11","EGP 34,666.00",,5 out of 5(1),https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL2P3516NAFAMZ-202962152&return=%2Flaptops%2F%3Fpage%3D1,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/0692421/1.jpg?2144,Lenovo
"HP Laptop HP Envy X360 Convert - 15.6"" Multi Touch IPS - Intel Core I7-1260P 12-Cores - 16GB 512GB SSD - Intel Iris Xe - Windows 11 - Silver","EGP 56,249.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL0QBK1SNAFAMZ-98778971&return=%2Flaptops%2F%3Fpage%3D2,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/209216/1.jpg?0374,HP
"HP Elite Book 840 G7, Intel Core i5 10th Gen (U), 14"" Inch, 8GB Ram, 256GB SSD Integrated Intel UHD Graphics 620, Windows 11 - Silver","EGP 14,700.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=HP431CL31W0B1NAFAMZ-214763708&return=%2Flaptops%2F%3Fpage%3D2,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/5715331/1.jpg?8260,HP
"Asus VivoBook ,Celeron N4020 1.1GHz, 4GB, 256GB SSD Windows 11 Home,15.6 FHD","EGP 11,995.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=AS040CL2SWCOONAFAMZ-201149919&return=%2Flaptops%2F%3Fpage%3D2,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/4710321/1.jpg?4181,Asus
"Lenovo LOQ-E 15IAX9E Laptop Intel® Core™ I5-12450HX, 16GB RAM, 512GB SSD, NVIDIA® GeForce RTX™ 3050 6GB, 15.6”FHD 144Hz, Windows 11 - Luna Grey","EGP 37,340.00",,,https://www.jumia.com.eg/customer/account/login/?tkWl=LE018CL1QZOCFNAFAMZ-211821517&return=%2Flaptops%2F%3Fpage%3D2,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/8007031/1.jpg?8233,Lenovo
